order_office,LOCFileNumber,loc_revenue_idr
FKSSBY,LOC-1-2603-000259,1531400
FKSSBY,LOC-1-2603-000260,1500850
FKSSBY,LOC-1-2603-000261,1480700
FKSSBY,LOC-1-2603-000262,1785550
FKSSBY,LOC-1-2603-000263,1471600
FKSSBY,LOC-1-2603-000264,1634750
FKSSBY,LOC-1-2603-000265,1725750
FKSSBY,LOC-1-2603-000266,1502800
FKSSBY,LOC-1-2603-000267,1558700
FKSSBY,LOC-1-2603-000268,1596400
FKSSBY,LOC-1-2603-000269,1530100
FKSSBY,LOC-1-2603-000270,1581450
FKSSBY,LOC-1-2603-000278,2137014
FKSSBY,LOC-1-2603-000279,1994697
FKSSBY,LOC-1-2603-000280,2089575
FKSSBY,LOC-1-2603-000281,2041383
FKSSBY,LOC-1-2603-000282,2106894
FKSSBY,LOC-1-2603-000283,2085057
FKSSBY,LOC-1-2603-000284,2146803
FKSSBY,LOC-1-2603-000285,2048160
FKSSBY,LOC-1-2603-000286,2042889
FKSSBY,LOC-1-2603-000287,2048913
FKSSBY,LOC-1-2603-000288,1994697
FKSSBY,LOC-1-2603-000289,2063973
FKSSBY,LOC-1-2603-000290,2080539
FKSSBY,LOC-1-2603-000291,2159604
FKSSBY,LOC-1-2603-000292,2109906
FKSSBY,LOC-1-2603-000293,2173158
FKSSBY,LOC-1-2603-000294,2014275
FKSSBY,LOC-1-2603-000295,2162616
FKSSBY,LOC-1-2603-000296,2092587
FKSSBY,LOC-1-2603-000298,750000
FKSSBY,LOC-1-2603-000299,1358400
FKSSBY,LOC-1-2603-000300,1583400
FKSSBY,LOC-1-2603-000301,1389600
FKSSBY,LOC-1-2603-000302,1162800
FKSSBY,LOC-1-2603-000303,1490400
FKSSBY,LOC-1-2603-000304,1368600
FKSSBY,LOC-1-2603-000305,1380000
FKSSBY,LOC-1-2603-000306,1425600
FKSSBY,LOC-1-2603-000307,1397400
FKSSBY,LOC-1-2603-000308,1418400
FKSSBY,LOC-1-2603-000309,1527000
FKSSBY,LOC-1-2603-000310,1621800
FKSSBY,LOC-1-2603-000311,1361400
FKSSBY,LOC-1-2603-000312,1285800
FKSSBY,LOC-1-2603-000313,1569000
FKSSBY,LOC-1-2603-000314,1395000
FKSSBY,LOC-1-2603-000315,1411800
FKSSBY,LOC-1-2603-000316,1578600
FKSSBY,LOC-1-2603-000317,1560600
FKSSBY,LOC-1-2603-000318,1557600
FKSSBY,LOC-1-2603-000320,235000
FKSSBY,LOC-1-2603-000321,1738800
FKSSBY,LOC-1-2603-000322,1598400
FKSSBY,LOC-1-2603-000323,1318200
FKSSBY,LOC-1-2603-000324,1558200
FKSSBY,LOC-1-2603-000325,1521600
FKSSBY,LOC-1-2603-000326,1502400
FKSSBY,LOC-1-2603-000327,1549200
FKSSBY,LOC-1-2603-000328,1463400
FKSSBY,LOC-1-2603-000329,1342800
FKSSBY,LOC-1-2603-000330,1445400
FKSSBY,LOC-1-2603-000331,2073762
FKSSBY,LOC-1-2603-000332,2112165
FKSSBY,LOC-1-2603-000338,1373120
FKSSBY,LOC-1-2603-000339,1351840
FKSSBY,LOC-1-2603-000340,1583400
FKSSBY,LOC-1-2603-000341,1625000
FKSSBY,LOC-1-2603-000342,1668550
FKSSBY,LOC-1-2603-000343,1623050
FKSSBY,LOC-1-2603-000344,1666600
FKSSBY,LOC-1-2603-000345,1749150
FKSSBY,LOC-1-2603-000346,1652300
FKSSBY,LOC-1-2603-000348,1727700
FKSSBY,LOC-1-2603-000349,1435200
FKSSBY,LOC-1-2603-000350,860000
FKSSBY,LOC-1-2603-000351,420000
FKSSBY,LOC-1-2603-000352,655000
FKSSBY,LOC-1-2603-000353,690000
FKSSBY,LOC-1-2603-000354,470000
FKSSBY,LOC-1-2603-000355,665000
FKSSBY,LOC-1-2603-000356,1314000
FKSSBY,LOC-1-2603-000357,1650600
FKSSBY,LOC-1-2603-000358,1382400
FKSSBY,LOC-1-2603-000359,1524600
FKSSBY,LOC-1-2603-000360,1364400
FKSSBY,LOC-1-2603-000361,1357800
FKSSBY,LOC-1-2603-000362,1350600
FKSSBY,LOC-1-2603-000363,1422000
FKSSBY,LOC-1-2603-000364,1376400
FKSSBY,LOC-1-2603-000365,1509000
FKSSBY,LOC-1-2603-000366,1619400
FKSSBY,LOC-1-2603-000367,1393200
FKSSBY,LOC-1-2603-000368,1375800
FKSSBY,LOC-1-2603-000369,1479600
FKSSBY,LOC-1-2603-000371,185000
FKSSBY,LOC-1-2603-000372,125000
FKSSBY,LOC-1-2603-000373,185000
FKSSBY,LOC-1-2603-000374,1363800
FKSSBY,LOC-1-2603-000375,1613400
FKSSBY,LOC-1-2603-000376,1591200
FKSSBY,LOC-1-2603-000378,1651800
FKSSBY,LOC-1-2603-000379,1425000
FKSSBY,LOC-1-2603-000380,1405200
FKSSBY,LOC-1-2603-000381,1587600
FKSSBY,LOC-1-2603-000382,1596000
FKSSBY,LOC-1-2603-000385,1393200
FKSSBY,LOC-1-2603-000386,1264200
FKSSBY,LOC-1-2603-000389,1244400
FKSSBY,LOC-1-2603-000390,1325400
FKSSBY,LOC-1-2603-000391,1401000
FKSSBY,LOC-1-2603-000392,1397400
FKSSBY,LOC-1-2603-000393,1291800
FKSSBY,LOC-1-2603-000394,1659450
FKSSBY,LOC-1-2603-000395,1678950
FKSSBY,LOC-1-2603-000397,1473550
FKSSBY,LOC-1-2603-000398,1434550
FKSSBY,LOC-1-2603-000399,1582750
FKSSBY,LOC-1-2603-000400,1635400
FKSSBY,LOC-1-2603-000405,1645800
FKSSBY,LOC-1-2603-000406,1679600
FKSSBY,LOC-1-2603-000407,1703650
FKSSBY,LOC-1-2603-000408,1537250
FKSSBY,LOC-1-2603-000409,1743950
FKSSBY,LOC-1-2603-000410,1612650
FKSSBY,LOC-1-2603-000413,1528150
FKSSBY,LOC-1-2603-000414,1530100
FKSSBY,LOC-1-2603-000415,1489150
FKSSBY,LOC-1-2603-000416,1673750
FKSSBY,LOC-1-2603-000417,2069997
FKSSBY,LOC-1-2603-000418,2015781
FKSSBY,LOC-1-2603-000419,2015028
FKSSBY,LOC-1-2603-000420,2003733
FKSSBY,LOC-1-2603-000421,2103882
FKSSBY,LOC-1-2603-000422,2101623
FKSSBY,LOC-1-2603-000423,2041383
FKSSBY,LOC-1-2603-000424,2163369
FKSSBY,LOC-1-2603-000425,2039877
FKSSBY,LOC-1-2603-000426,1977378
FKSSBY,LOC-1-2603-000427,2119695
FKSSBY,LOC-1-2603-000428,2109906
FKSSBY,LOC-1-2603-000429,2113671
FKSSBY,LOC-1-2603-000430,2065479
FKSSBY,LOC-1-2603-000431,2110659
FKSSBY,LOC-1-2603-000432,2073009
FKSSBY,LOC-1-2603-000433,1390455
FKSSBY,LOC-1-2603-000434,1344915
FKSSBY,LOC-1-2603-000435,1400355
FKSSBY,LOC-1-2603-000436,1394415
FKSSBY,LOC-1-2603-000437,1357290
FKSSBY,LOC-1-2603-000438,1407285
FKSSBY,LOC-1-2603-000439,750000
FKSSBY,LOC-1-2603-000440,1761409.5399999998
FKSSBY,LOC-1-2603-000441,2259000
FKSSBY,LOC-1-2603-000442,1578000
FKSSBY,LOC-1-2603-000443,1468200
FKSSBY,LOC-1-2603-000444,1369800
FKSSBY,LOC-1-2603-000445,1471200
FKSSBY,LOC-1-2603-000446,1531200
FKSSBY,LOC-1-2603-000447,1546800
FKSSBY,LOC-1-2603-000448,1479600
FKSSBY,LOC-1-2603-000449,1469400
FKSSBY,LOC-1-2603-000450,1465800
FKSSBY,LOC-1-2603-000451,1474200
FKSSBY,LOC-1-2603-000452,1477200
FKSSBY,LOC-1-2603-000453,1447800
FKSSBY,LOC-1-2603-000455,1464000
FKSSBY,LOC-1-2603-000456,1465200
FKSSBY,LOC-1-2603-000457,1487400
FKSSBY,LOC-1-2603-000458,1526400
FKSSBY,LOC-1-2603-000459,1408200
FKSSBY,LOC-1-2603-000460,1534650
FKSSBY,LOC-1-2603-000461,1415700
FKSSBY,LOC-1-2603-000462,1673100
FKSSBY,LOC-1-2603-000463,1670500
FKSSBY,LOC-1-2603-000465,1660750
FKSSBY,LOC-1-2603-000466,1365000
FKSSBY,LOC-1-2603-000467,1587300
FKSSBY,LOC-1-2603-000468,1795950
FKSSBY,LOC-1-2603-000469,1837550
FKSSBY,LOC-1-2603-000470,1587950
FKSSBY,LOC-1-2603-000471,1492800
FKSSBY,LOC-1-2603-000472,1359000
FKSSBY,LOC-1-2603-000473,1473600
FKSSBY,LOC-1-2603-000474,1442400
FKSSBY,LOC-1-2603-000475,1418400
FKSSBY,LOC-1-2603-000476,1442400
FKSSBY,LOC-1-2603-000477,1515600
FKSSBY,LOC-1-2603-000478,1432200
FKSSBY,LOC-1-2603-000479,1526400
FKSSBY,LOC-1-2603-000480,1449000
FKSSBY,LOC-1-2603-000481,1453400
FKSSBY,LOC-1-2603-000482,1539200
FKSSBY,LOC-1-2603-000483,1574950
FKSSBY,LOC-1-2603-000485,470000
FKSSBY,LOC-1-2603-000486,185000
FKSSBY,LOC-1-2603-000487,540000
FKSSBY,LOC-1-2603-000488,235000
FKSSBY,LOC-1-2603-000490,1483800
FKSSBY,LOC-1-2603-000491,1466400
FKSSBY,LOC-1-2603-000492,1493400
FKSSBY,LOC-1-2603-000493,1288800
FKSSBY,LOC-1-2603-000494,1481400
FKSSBY,LOC-1-2603-000495,1570200
FKSSBY,LOC-1-2603-000496,1467600
FKSSBY,LOC-1-2603-000497,1498200
FKSSBY,LOC-1-2603-000498,1422000
FKSSBY,LOC-1-2603-000499,1634400
FKSSBY,LOC-1-2603-000500,1353330
FKSSBY,LOC-1-2603-000506,5765232
FKSSBY,LOC-1-2603-000507,5640426
FKSSBY,LOC-1-2603-000508,5658543
FKSSBY,LOC-1-2603-000509,5690751
FKSSBY,LOC-1-2603-000510,5648478
FKSSBY,LOC-1-2603-000511,5614257
FKSSBY,LOC-1-2603-000512,5712894
FKSSBY,LOC-1-2603-000513,5495490
FKSSBY,LOC-1-2603-000514,5630361
FKSSBY,LOC-1-2603-000515,5600166
FKSSBY,LOC-1-2603-000516,1533600
FKSSBY,LOC-1-2603-000517,1658400
FKSSBY,LOC-1-2603-000518,1450800
FKSSBY,LOC-1-2603-000519,1481400
FKSSBY,LOC-1-2603-000520,1713000
FKSSBY,LOC-1-2603-000521,950000
FKSSBY,LOC-1-2603-000522,505000
FKSSBY,LOC-1-2603-000523,2003733
FKSSBY,LOC-1-2603-000524,2025570
FKSSBY,LOC-1-2603-000525,2085810
FKSSBY,LOC-1-2603-000526,2051925
FKSSBY,LOC-1-2603-000527,1953282
FKSSBY,LOC-1-2603-000528,2040630
FKSSBY,LOC-1-2603-000529,1987920
FKSSBY,LOC-1-2603-000530,2048160
FKSSBY,LOC-1-2603-000531,2101623
FKSSBY,LOC-1-2603-000532,2082798
FKSSBY,LOC-1-2603-000533,2109906
FKSSBY,LOC-1-2603-000534,2047407
FKSSBY,LOC-1-2603-000535,2129484
FKSSBY,LOC-1-2603-000536,2068491
FKSSBY,LOC-1-2603-000537,2091834
FKSSBY,LOC-1-2603-000538,2063220
FKSSBY,LOC-1-2603-000539,2069997
FKSSBY,LOC-1-2603-000540,125000
FKSSBY,LOC-1-2603-000541,125000
FKSSBY,LOC-1-2603-000552,276500
FKSSBY,LOC-1-2603-000555,470000
FKSSBY,LOC-1-2603-000556,470000
FKSSBY,LOC-1-2603-000557,2058702
FKSSBY,LOC-1-2603-000558,2075268
FKSSBY,LOC-1-2603-000559,2006745
FKSSBY,LOC-1-2603-000560,2063220
FKSSBY,LOC-1-2603-000561,1951776
FKSSBY,LOC-1-2603-000562,2011263
FKSSBY,LOC-1-2603-000563,2038371
FKSSBY,LOC-1-2603-000564,2043642
FKSSBY,LOC-1-2603-000565,2029335
FKSSBY,LOC-1-2603-000566,2087316
FKSSBY,LOC-1-2603-000567,2038371
FKSSBY,LOC-1-2603-000568,2018793
FKSSBY,LOC-1-2603-000569,2107647
FKSSBY,LOC-1-2603-000570,2041383
FKSSBY,LOC-1-2603-000571,1994697
FKSSBY,LOC-1-2603-000572,2050419
FKSSBY,LOC-1-2603-000573,2045901
FKSSBY,LOC-1-2603-000575,750000
FKSSBY,LOC-1-2603-000576,1270665
FKSSBY,LOC-1-2603-000579,235000
FKSSBY,LOC-1-2603-000580,9056487
FKSSBY,LOC-1-2603-000581,9213501
FKSSBY,LOC-1-2603-000582,4406250
FKSSBY,LOC-1-2603-000583,4330000
FKSSBY,LOC-1-2603-000584,4300000
FKSSBY,LOC-1-2603-000585,3872500
FKSSBY,LOC-1-2603-000586,4150000
FKSSBY,LOC-1-2603-000587,4268750
FKSSBY,LOC-1-2603-000588,4022500
FKSSBY,LOC-1-2603-000589,4218750
FKSSBY,LOC-1-2603-000590,4251250
FKSSBY,LOC-1-2603-000591,4496250
FKSSBY,LOC-1-2603-000593,665000
FKSSBY,LOC-1-2603-000594,179500
FKSSBY,LOC-1-2603-000595,1437800
FKSSBY,LOC-1-2603-000596,1504100
FKSSBY,LOC-1-2603-000597,1321600
FKSSBY,LOC-1-2603-000598,2079786
FKSSBY,LOC-1-2603-000599,2067738
FKSSBY,LOC-1-2603-000600,2109153
FKSSBY,LOC-1-2603-000601,2051925
FKSSBY,LOC-1-2603-000602,2019546
FKSSBY,LOC-1-2603-000603,2088822
FKSSBY,LOC-1-2603-000604,2021052
FKSSBY,LOC-1-2603-000605,2061714
FKSSBY,LOC-1-2603-000606,2074515
FKSSBY,LOC-1-2603-000607,2059455
FKSSBY,LOC-1-2603-000608,2042136
FKSSBY,LOC-1-2603-000609,2074515
FKSSBY,LOC-1-2603-000610,2057949
FKSSBY,LOC-1-2603-000611,2070750
FKSSBY,LOC-1-2603-000612,2012769
FKSSBY,LOC-1-2603-000613,2050419
FKSSBY,LOC-1-2603-000614,2056443
FKSSBY,LOC-1-2603-000615,1405305
FKSSBY,LOC-1-2603-000617,9767076
FKSSBY,LOC-1-2603-000619,4583750
FKSSBY,LOC-1-2603-000621,4378750
FKSSBY,LOC-1-2603-000622,4355000
FKSSBY,LOC-1-2603-000623,4337500
FKSSBY,LOC-1-2603-000624,4355000
FKSSBY,LOC-1-2603-000625,4413750
FKSSBY,LOC-1-2603-000628,4285000
FKSSBY,LOC-1-2603-000629,4301250
FKSSBY,LOC-1-2603-000630,4088750
FKSSBY,LOC-1-2603-000631,4516250
FKSSBY,LOC-1-2603-000632,3947500
FKSSBY,LOC-1-2603-000633,4067500
FKSSBY,LOC-1-2603-000634,4256250
FKSSBY,LOC-1-2603-000636,4028750
FKSSBY,LOC-1-2603-000637,4092500
FKSSBY,LOC-1-2603-000639,445000
FKSSBY,LOC-1-2603-000640,1285515
FKSSBY,LOC-1-2603-000642,235000
FKSSBY,LOC-1-2603-000643,470000
FKSSBY,LOC-1-2603-000668,1526200
FKSSBY,LOC-1-2603-000669,1017250
FKSSBY,LOC-1-2603-000672,470000
FKSSBY,LOC-1-2603-000692,470000
FKSSBY,LOC-1-2603-000693,125000
FKSSBY,LOC-1-2603-000694,328000
FKSSBY,LOC-1-2603-000695,2128160
FKSSBY,LOC-1-2603-000696,2058028
FKSSBY,LOC-1-2603-000697,2171500
FKSSBY,LOC-1-2603-000698,2263696
FKSSBY,LOC-1-2603-000699,2191200
FKSSBY,LOC-1-2603-000700,2161256
FKSSBY,LOC-1-2603-000701,2214052
FKSSBY,LOC-1-2603-000702,2128948
FKSSBY,LOC-1-2603-000703,2247148
FKSSBY,LOC-1-2603-000704,2061968
FKSSBY,LOC-1-2603-000705,2083244
FKSSBY,LOC-1-2603-000706,2049360
FKSSBY,LOC-1-2603-000707,2192776
FKSSBY,LOC-1-2603-000708,2096640
FKSSBY,LOC-1-2603-000709,2089548
FKSSBY,LOC-1-2603-000710,2118704
FKSSBY,LOC-1-2603-000711,2142344
FKSSBY,LOC-1-2603-000712,2026508
FKSSBY,LOC-1-2603-000713,2085608
FKSSBY,LOC-1-2603-000714,2001292
FKSSBY,LOC-1-2603-000715,1976076
FKSSBY,LOC-1-2603-000716,2090336
FKSSBY,LOC-1-2603-000717,2359832
FKSSBY,LOC-1-2603-000718,2282608
FKSSBY,LOC-1-2603-000719,2114764
FKSSBY,LOC-1-2603-000720,2384260
FKSSBY,LOC-1-2603-000721,2243996
FKSSBY,LOC-1-2603-000722,845600
FKSSBY,LOC-1-2603-000723,841750
FKSSBY,LOC-1-2603-000724,850500
FKSSBY,LOC-1-2603-000725,826350
FKSSBY,LOC-1-2603-000726,810600
FKSSBY,LOC-1-2603-000727,185000
FKSSBY,LOC-1-2603-000728,2273940
FKSSBY,LOC-1-2603-000729,2188048
FKSSBY,LOC-1-2603-000730,2229024
FKSSBY,LOC-1-2603-000731,2338556
FKSSBY,LOC-1-2603-000732,2117916
FKSSBY,LOC-1-2603-000733,2077728
FKSSBY,LOC-1-2603-000734,2407900
FKSSBY,LOC-1-2603-000735,2286548
FKSSBY,LOC-1-2603-000736,2254240
FKSSBY,LOC-1-2603-000737,2199868
FKSSBY,LOC-1-2603-000738,2383472
FKSSBY,LOC-1-2603-000739,2309400
FKSSBY,LOC-1-2603-000740,2336192
FKSSBY,LOC-1-2603-000741,2281820
FKSSBY,LOC-1-2603-000742,2418932
FKSSBY,LOC-1-2603-000743,2253452
FKSSBY,LOC-1-2603-000744,2165984
FKSSBY,LOC-1-2603-000745,2233752
FKSSBY,LOC-1-2603-000746,2188048
FKSSBY,LOC-1-2603-000747,2145496
FKSSBY,LOC-1-2603-000748,2072212
FKSSBY,LOC-1-2603-000749,1924068
FKSSBY,LOC-1-2603-000750,2160468
FKSSBY,LOC-1-2603-000751,2176228
FKSSBY,LOC-1-2603-000752,2159680
FKSSBY,LOC-1-2603-000753,2116340
FKSSBY,LOC-1-2603-000754,2354316
FKSSBY,LOC-1-2603-000755,2201444
FKSSBY,LOC-1-2603-000756,2083244
FKSSBY,LOC-1-2603-000757,2180168
FKSSBY,LOC-1-2603-000758,470000
FKSSBY,LOC-1-2603-000759,2275516
FKSSBY,LOC-1-2603-000760,2409476
FKSSBY,LOC-1-2603-000761,2079304
FKSSBY,LOC-1-2603-000762,2115552
FKSSBY,LOC-1-2603-000763,2227448
FKSSBY,LOC-1-2603-000764,2117916
FKSSBY,LOC-1-2603-000765,2124220
FKSSBY,LOC-1-2603-000766,1994200
FKSSBY,LOC-1-2603-000767,2027296
FKSSBY,LOC-1-2603-000768,1974500
FKSSBY,LOC-1-2603-000769,2214052
FKSSBY,LOC-1-2603-000770,2203808
FKSSBY,LOC-1-2603-000771,2302308
FKSSBY,LOC-1-2603-000772,2115552
FKSSBY,LOC-1-2603-000773,2136040
FKSSBY,LOC-1-2603-000774,2198292
FKSSBY,LOC-1-2603-000775,1980804
FKSSBY,LOC-1-2603-000776,2129736
FKSSBY,LOC-1-2603-000777,2166772
FKSSBY,LOC-1-2603-000778,2124220
FKSSBY,LOC-1-2603-000779,2208536
FKSSBY,LOC-1-2603-000780,2149436
FKSSBY,LOC-1-2603-000781,2049360
FKSSBY,LOC-1-2603-000782,2169924
FKSSBY,LOC-1-2603-000783,2138404
FKSSBY,LOC-1-2603-000784,2115552
FKSSBY,LOC-1-2603-000785,2206172
FKSSBY,LOC-1-2603-000786,2106884
FKSSBY,LOC-1-2603-000787,2230600
FKSSBY,LOC-1-2603-000788,2143132
FKSSBY,LOC-1-2603-000789,2082456
FKSSBY,LOC-1-2603-000790,2221932
FKSSBY,LOC-1-2603-000791,2223508
FKSSBY,LOC-1-2603-000792,2106096
FKSSBY,LOC-1-2603-000793,2365348
FKSSBY,LOC-1-2603-000794,2199868
FKSSBY,LOC-1-2603-000795,2340920
FKSSBY,LOC-1-2603-000796,2259756
FKSSBY,LOC-1-2603-000797,2303096
FKSSBY,LOC-1-2603-000798,2474092
FKSSBY,LOC-1-2603-000799,2144708
FKSSBY,LOC-1-2603-000800,2275516
FKSSBY,LOC-1-2603-000801,2396868
FKSSBY,LOC-1-2603-000802,2330676
FKSSBY,LOC-1-2603-000803,2367712
FKSSBY,LOC-1-2603-000804,2335404
FKSSBY,LOC-1-2603-000805,2393716
FKSSBY,LOC-1-2603-000806,2136828
FKSSBY,LOC-1-2603-000807,2293640
FKSSBY,LOC-1-2603-000808,1989472
FKSSBY,LOC-1-2603-000809,2023356
FKSSBY,LOC-1-2603-000810,2146284
FKSSBY,LOC-1-2603-000811,2246360
FKSSBY,LOC-1-2603-000812,2142344
FKSSBY,LOC-1-2603-000813,2112400
FKSSBY,LOC-1-2603-000814,2297580
FKSSBY,LOC-1-2603-000815,2421296
FKSSBY,LOC-1-2603-000816,2240056
FKSSBY,LOC-1-2603-000817,2232964
FKSSBY,LOC-1-2603-000818,2380320
FKSSBY,LOC-1-2603-000819,2348800
FKSSBY,LOC-1-2603-000820,2006808
FKSSBY,LOC-1-2603-000821,2205384
FKSSBY,LOC-1-2603-000822,2467788
FKSSBY,LOC-1-2603-000823,2277880
FKSSBY,LOC-1-2603-000824,2292064
FKSSBY,LOC-1-2603-000825,2413416
FKSSBY,LOC-1-2603-000826,2243208
FKSSBY,LOC-1-2603-000827,2214840
FKSSBY,LOC-1-2603-000828,2120280
FKSSBY,LOC-1-2603-000829,2096640
FKSSBY,LOC-1-2603-000830,2057240
FKSSBY,LOC-1-2603-000831,2368500
FKSSBY,LOC-1-2603-000832,2124220
FKSSBY,LOC-1-2603-000833,2116340
FKSSBY,LOC-1-2603-000834,2106096
FKSSBY,LOC-1-2603-000835,2146284
FKSSBY,LOC-1-2603-000836,2131312
FKSSBY,LOC-1-2603-000837,2111612
FKSSBY,LOC-1-2603-000838,2242420
FKSSBY,LOC-1-2603-000839,1665744
FKSSBY,LOC-1-2603-000840,1592928
FKSSBY,LOC-1-2603-000841,1634960
FKSSBY,LOC-1-2603-000842,1839200
FKSSBY,LOC-1-2603-000843,1719616
FKSSBY,LOC-1-2603-000844,1811968
FKSSBY,LOC-1-2603-000845,1794208
FKSSBY,LOC-1-2603-000846,1789472
FKSSBY,LOC-1-2603-000847,1965296
FKSSBY,LOC-1-2603-000848,1867616
FKSSBY,LOC-1-2603-000849,828800
FKSSBY,LOC-1-2603-000850,806050
FKSSBY,LOC-1-2603-000851,791700
FKSSBY,LOC-1-2603-000852,1720208
FKSSBY,LOC-1-2603-000853,1710144
FKSSBY,LOC-1-2603-000854,1847488
FKSSBY,LOC-1-2603-000855,1767568
FKSSBY,LOC-1-2603-000856,1589376
FKSSBY,LOC-1-2603-000857,1385505
FKSSBY,LOC-1-2603-000860,2188836
FKSSBY,LOC-1-2603-000861,2138404
FKSSBY,LOC-1-2603-000862,2185684
FKSSBY,LOC-1-2603-000863,2118704
FKSSBY,LOC-1-2603-000864,2143920
FKSSBY,LOC-1-2603-000865,2296792
FKSSBY,LOC-1-2603-000866,2283396
FKSSBY,LOC-1-2603-000867,2013900
FKSSBY,LOC-1-2603-000868,2343284
FKSSBY,LOC-1-2603-000869,2252664
FKSSBY,LOC-1-2603-000871,1505585
FKSSBY,LOC-1-2603-000872,1577975
FKSSBY,LOC-1-2603-000873,1536065
FKSSBY,LOC-1-2603-000874,1532255
FKSSBY,LOC-1-2603-000875,1506220
FKSSBY,LOC-1-2603-000876,1560830
FKSSBY,LOC-1-2603-000877,1689100
FKSSBY,LOC-1-2603-000879,2092700
FKSSBY,LOC-1-2603-000880,2329100
FKSSBY,LOC-1-2603-000881,2170712
FKSSBY,LOC-1-2603-000882,2414204
FKSSBY,LOC-1-2603-000883,1982380
FKSSBY,LOC-1-2603-000884,1987896
FKSSBY,LOC-1-2603-000885,2303096
FKSSBY,LOC-1-2603-000886,2410264
FKSSBY,LOC-1-2603-000887,2498520
FKSSBY,LOC-1-2603-000888,2110824
FKSSBY,LOC-1-2603-000889,2284972
FKSSBY,LOC-1-2603-000890,2253452
FKSSBY,LOC-1-2603-000891,2247148
FKSSBY,LOC-1-2603-000892,2329888
FKSSBY,LOC-1-2603-000893,2400808
FKSSBY,LOC-1-2603-000894,2343284
FKSSBY,LOC-1-2603-000895,2566288
FKSSBY,LOC-1-2603-000896,2437844
FKSSBY,LOC-1-2603-000897,2262908
FKSSBY,LOC-1-2603-000898,2362196
FKSSBY,LOC-1-2603-000899,328000
FKSSBY,LOC-1-2603-000900,675000
FKSSBY,LOC-1-2603-000901,1721392
FKSSBY,LOC-1-2603-000902,1682912
FKSSBY,LOC-1-2603-000903,1651536
FKSSBY,LOC-1-2603-000904,1850448
FKSSBY,LOC-1-2603-000905,1818480
FKSSBY,LOC-1-2603-000906,1729680
FKSSBY,LOC-1-2603-000907,1798352
FKSSBY,LOC-1-2603-000913,2354316
FKSSBY,LOC-1-2603-000914,2399232
FKSSBY,LOC-1-2603-000915,2407900
FKSSBY,LOC-1-2603-000916,2403960
FKSSBY,LOC-1-2603-000917,2275516
FKSSBY,LOC-1-2603-000918,2238480
FKSSBY,LOC-1-2603-000919,2013112
FKSSBY,LOC-1-2603-000920,2247148
FKSSBY,LOC-1-2603-000921,2147072
FKSSBY,LOC-1-2603-000922,2027296
FKSSBY,LOC-1-2603-000923,270000
FKSSBY,LOC-1-2603-000924,675000
FKSSBY,LOC-1-2603-000925,2309400
FKSSBY,LOC-1-2603-000926,2369288
FKSSBY,LOC-1-2603-000927,2459908
FKSSBY,LOC-1-2603-000928,2339344
FKSSBY,LOC-1-2603-000929,2211688
FKSSBY,LOC-1-2603-000930,2206172
FKSSBY,LOC-1-2603-000931,2362196
FKSSBY,LOC-1-2603-000932,2306248
FKSSBY,LOC-1-2603-000933,2440996
FKSSBY,LOC-1-2603-000934,2429176
FKSSBY,LOC-1-2603-000935,756350
FKSSBY,LOC-1-2603-000936,843150
FKSSBY,LOC-1-2603-000937,806050
FKSSBY,LOC-1-2603-000938,745850
FKSSBY,LOC-1-2603-000939,1281555
FKSSBY,LOC-1-2603-000948,1471295
FKSSBY,LOC-1-2603-000949,1629410
FKSSBY,LOC-1-2603-000950,1571625
FKSSBY,LOC-1-2603-000953,185000
FKSSBY,LOC-1-2603-000954,1891296
FKSSBY,LOC-1-2603-000955,1937472
FKSSBY,LOC-1-2603-000956,1699488
FKSSBY,LOC-1-2603-000957,1721392
FKSSBY,LOC-1-2603-000958,1780000
FKSSBY,LOC-1-2603-000959,847700
FKSSBY,LOC-1-2603-000960,828450
FKSSBY,LOC-1-2603-000963,2408688
FKSSBY,LOC-1-2603-000964,2245572
FKSSBY,LOC-1-2603-000965,2464636
FKSSBY,LOC-1-2603-000966,2452816
FKSSBY,LOC-1-2603-000967,2374804
FKSSBY,LOC-1-2603-000968,2303884
FKSSBY,LOC-1-2603-000969,2272364
FKSSBY,LOC-1-2603-000970,2296004
FKSSBY,LOC-1-2603-000974,860000
FKSSBY,LOC-1-2603-000975,675000
FKSSBY,LOC-1-2603-000977,655000
FKSSBY,LOC-1-2603-000978,1785620
FKSSBY,LOC-1-2603-000979,1626235
FKSSBY,LOC-1-2603-000980,1661795
FKSSBY,LOC-1-2603-000981,1541145
FKSSBY,LOC-1-2603-000982,1692910
FKSSBY,LOC-1-2603-000983,1761490
FKSSBY,LOC-1-2603-000984,1642745
FKSSBY,LOC-1-2603-000985,1652905
FKSSBY,LOC-1-2603-000986,1744345
FKSSBY,LOC-1-2603-000987,1666875
FKSSBY,LOC-1-2603-000988,1806575
FKSSBY,LOC-1-2603-000989,1746250
FKSSBY,LOC-1-2603-000990,1740535
FKSSBY,LOC-1-2603-000991,1607820
FKSSBY,LOC-1-2603-000992,1668145
FKSSBY,LOC-1-2603-000993,1618384
FKSSBY,LOC-1-2603-000994,1639696
FKSSBY,LOC-1-2603-000995,1636736
FKSSBY,LOC-1-2603-000996,1587008
FKSSBY,LOC-1-2603-001025,470000
FKSSBY,LOC-1-2603-001026,470000
FKSSBY,LOC-1-2603-001027,470000
